id,name,category,price,stock
5781,books-5781,books,19.97,467
5782,home-5782,home,21.34,474
5783,toys-5783,toys,22.71,481
5784,food-5784,food,24.08,488
5785,electronics-5785,electronics,25.45,495
5786,clothing-5786,clothing,26.82,2
5787,books-5787,books,28.19,9
5788,home-5788,home,29.56,16
5789,toys-5789,toys,30.93,23
5790,food-5790,food,32.30,30
5791,electronics-5791,electronics,33.67,37
5792,clothing-5792,clothing,35.04,44
5793,books-5793,books,36.41,51
5794,home-5794,home,37.78,58
5795,toys-5795,toys,39.15,65
5796,food-5796,food,40.52,72
5797,electronics-5797,electronics,41.89,79
5798,clothing-5798,clothing,43.26,86
5799,books-5799,books,44.63,93
5800,home-5800,home,46.00,100
5801,toys-5801,toys,47.37,107
5802,food-5802,food,48.74,114
5803,electronics-5803,electronics,50.11,121
5804,clothing-5804,clothing,51.48,128
5805,books-5805,books,52.85,135
5806,home-5806,home,54.22,142
5807,toys-5807,toys,55.59,149
5808,food-5808,food,56.96,156
5809,electronics-5809,electronics,58.33,163
5810,clothing-5810,clothing,59.70,170
5811,books-5811,books,61.07,177
5812,home-5812,home,62.44,184
5813,toys-5813,toys,63.81,191
5814,food-5814,food,65.18,198
5815,electronics-5815,electronics,66.55,205
5816,clothing-5816,clothing,67.92,212
5817,books-5817,books,69.29,219
5818,home-5818,home,70.66,226
5819,toys-5819,toys,72.03,233
5820,food-5820,food,73.40,240
5821,electronics-5821,electronics,74.77,247
5822,clothing-5822,clothing,76.14,254
5823,books-5823,books,77.51,261
5824,home-5824,home,78.88,268
5825,toys-5825,toys,80.25,275
5826,food-5826,food,81.62,282
5827,electronics-5827,electronics,82.99,289
5828,clothing-5828,clothing,84.36,296
5829,books-5829,books,85.73,303
5830,home-5830,home,87.10,310
5831,toys-5831,toys,88.47,317
5832,food-5832,food,89.84,324
5833,electronics-5833,electronics,91.21,331
5834,clothing-5834,clothing,92.58,338
5835,books-5835,books,93.95,345
5836,home-5836,home,95.32,352
5837,toys-5837,toys,96.69,359
5838,food-5838,food,98.06,366
5839,electronics-5839,electronics,99.43,373
5840,clothing-5840,clothing,0.80,380
5841,books-5841,books,2.17,387
5842,home-5842,home,3.54,394
5843,toys-5843,toys,4.91,401
5844,food-5844,food,6.28,408
5845,electronics-5845,electronics,7.65,415
5846,clothing-5846,clothing,9.02,422
5847,books-5847,books,10.39,429
5848,home-5848,home,11.76,436
5849,toys-5849,toys,13.13,443
5850,food-5850,food,14.50,450
5851,electronics-5851,electronics,15.87,457
5852,clothing-5852,clothing,17.24,464
5853,books-5853,books,18.61,471
5854,home-5854,home,19.98,478
5855,toys-5855,toys,21.35,485
5856,food-5856,food,22.72,492
5857,electronics-5857,electronics,24.09,499
5858,clothing-5858,clothing,25.46,6
5859,books-5859,books,26.83,13
5860,home-5860,home,28.20,20
5861,toys-5861,toys,29.57,27
5862,food-5862,food,30.94,34
5863,electronics-5863,electronics,32.31,41
5864,clothing-5864,clothing,33.68,48
5865,books-5865,books,35.05,55
5866,home-5866,home,36.42,62
5867,toys-5867,toys,37.79,69
5868,food-5868,food,39.16,76
5869,electronics-5869,electronics,40.53,83
5870,clothing-5870,clothing,41.90,90
5871,books-5871,books,43.27,97
5872,home-5872,home,44.64,104
5873,toys-5873,toys,46.01,111
5874,food-5874,food,47.38,118
5875,electronics-5875,electronics,48.75,125
5876,clothing-5876,clothing,50.12,132
5877,books-5877,books,51.49,139
5878,home-5878,home,52.86,146
5879,toys-5879,toys,54.23,153
5880,food-5880,food,55.60,160
5881,electronics-5881,electronics,56.97,167
5882,clothing-5882,clothing,58.34,174
5883,books-5883,books,59.71,181
5884,home-5884,home,61.08,188
5885,toys-5885,toys,62.45,195
5886,food-5886,food,63.82,202
5887,electronics-5887,electronics,65.19,209
5888,clothing-5888,clothing,66.56,216
5889,books-5889,books,67.93,223
5890,home-5890,home,69.30,230
5891,toys-5891,toys,70.67,237
5892,food-5892,food,72.04,244
5893,electronics-5893,electronics,73.41,251
5894,clothing-5894,clothing,74.78,258
5895,books-5895,books,76.15,265
5896,home-5896,home,77.52,272
5897,toys-5897,toys,78.89,279
5898,food-5898,food,80.26,286
5899,electronics-5899,electronics,81.63,293
5900,clothing-5900,clothing,83.00,300
5901,books-5901,books,84.37,307
5902,home-5902,home,85.74,314
5903,toys-5903,toys,87.11,321
5904,food-5904,food,88.48,328
5905,electronics-5905,electronics,89.85,335
5906,clothing-5906,clothing,91.22,342
5907,books-5907,books,92.59,349
5908,home-5908,home,93.96,356
5909,toys-5909,toys,95.33,363
5910,food-5910,food,96.70,370
5911,electronics-5911,electronics,98.07,377
5912,clothing-5912,clothing,99.44,384
5913,books-5913,books,0.81,391
5914,home-5914,home,2.18,398
5915,toys-5915,toys,3.55,405
5916,food-5916,food,4.92,412
5917,electronics-5917,electronics,6.29,419
5918,clothing-5918,clothing,7.66,426
5919,books-5919,books,9.03,433
5920,home-5920,home,10.40,440
5921,toys-5921,toys,11.77,447
5922,food-5922,food,13.14,454
5923,electronics-5923,electronics,14.51,461
5924,clothing-5924,clothing,15.88,468
5925,books-5925,books,17.25,475
5926,home-5926,home,18.62,482
5927,toys-5927,toys,19.99,489
5928,food-5928,food,21.36,496
5929,electronics-5929,electronics,22.73,3
5930,clothing-5930,clothing,24.10,10
5931,books-5931,books,25.47,17
5932,home-5932,home,26.84,24
5933,toys-5933,toys,28.21,31
5934,food-5934,food,29.58,38
5935,electronics-5935,electronics,30.95,45
5936,clothing-5936,clothing,32.32,52
5937,books-5937,books,33.69,59
5938,home-5938,home,35.06,66
5939,toys-5939,toys,36.43,73
5940,food-5940,food,37.80,80
5941,electronics-5941,electronics,39.17,87
5942,clothing-5942,clothing,40.54,94
5943,books-5943,books,41.91,101
5944,home-5944,home,43.28,108
5945,toys-5945,toys,44.65,115
5946,food-5946,food,46.02,122
5947,electronics-5947,electronics,47.39,129
5948,clothing-5948,clothing,48.76,136
5949,books-5949,books,50.13,143
5950,home-5950,home,51.50,150
5951,toys-5951,toys,52.87,157
5952,food-5952,food,54.24,164
5953,electronics-5953,electronics,55.61,171
5954,clothing-5954,clothing,56.98,178
5955,books-5955,books,58.35,185
5956,home-5956,home,59.72,192
5957,toys-5957,toys,61.09,199
5958,food-5958,food,62.46,206
5959,electronics-5959,electronics,63.83,213
5960,clothing-5960,clothing,65.20,220
5961,books-5961,books,66.57,227
5962,home-5962,home,67.94,234
5963,toys-5963,toys,69.31,241
5964,food-5964,food,70.68,248
5965,electronics-5965,electronics,72.05,255
5966,clothing-5966,clothing,73.42,262
5967,books-5967,books,74.79,269
5968,home-5968,home,76.16,276
5969,toys-5969,toys,77.53,283
5970,food-5970,food,78.90,290
5971,electronics-5971,electronics,80.27,297
5972,clothing-5972,clothing,81.64,304
5973,books-5973,books,83.01,311
5974,home-5974,home,84.38,318
5975,toys-5975,toys,85.75,325
5976,food-5976,food,87.12,332
5977,electronics-5977,electronics,88.49,339
5978,clothing-5978,clothing,89.86,346
5979,books-5979,books,91.23,353
5980,home-5980,home,92.60,360
5981,toys-5981,toys,93.97,367
5982,food-5982,food,95.34,374
5983,electronics-5983,electronics,96.71,381
5984,clothing-5984,clothing,98.08,388
5985,books-5985,books,99.45,395
5986,home-5986,home,0.82,402
5987,toys-5987,toys,2.19,409
5988,food-5988,food,3.56,416
5989,electronics-5989,electronics,4.93,423
5990,clothing-5990,clothing,6.30,430
5991,books-5991,books,7.67,437
5992,home-5992,home,9.04,444
5993,toys-5993,toys,10.41,451
5994,food-5994,food,11.78,458
5995,electronics-5995,electronics,13.15,465
5996,clothing-5996,clothing,14.52,472
5997,books-5997,books,15.89,479
5998,home-5998,home,17.26,486
5999,toys-5999,toys,18.63,493
6000,food-6000,food,20.00,0
6001,electronics-6001,electronics,21.37,7
6002,clothing-6002,clothing,22.74,14
6003,books-6003,books,24.11,21
6004,home-6004,home,25.48,28
6005,toys-6005,toys,26.85,35
6006,food-6006,food,28.22,42
6007,electronics-6007,electronics,29.59,49
6008,clothing-6008,clothing,30.96,56
6009,books-6009,books,32.33,63
6010,home-6010,home,33.70,70
6011,toys-6011,toys,35.07,77
6012,food-6012,food,36.44,84
6013,electronics-6013,electronics,37.81,91
6014,clothing-6014,clothing,39.18,98
6015,books-6015,books,40.55,105
6016,home-6016,home,41.92,112
6017,toys-6017,toys,43.29,119
6018,food-6018,food,44.66,126
6019,electronics-6019,electronics,46.03,133
6020,clothing-6020,clothing,47.40,140
6021,books-6021,books,48.77,147
6022,home-6022,home,50.14,154
6023,toys-6023,toys,51.51,161
6024,food-6024,food,52.88,168
6025,electronics-6025,electronics,54.25,175
6026,clothing-6026,clothing,55.62,182
6027,books-6027,books,56.99,189
6028,home-6028,home,58.36,196
6029,toys-6029,toys,59.73,203
6030,food-6030,food,61.10,210
6031,electronics-6031,electronics,62.47,217
6032,clothing-6032,clothing,63.84,224
6033,books-6033,books,65.21,231
6034,home-6034,home,66.58,238
6035,toys-6035,toys,67.95,245
6036,food-6036,food,69.32,252
6037,electronics-6037,electronics,70.69,259
6038,clothing-6038,clothing,72.06,266
6039,books-6039,books,73.43,273
6040,home-6040,home,74.80,280
6041,toys-6041,toys,76.17,287
6042,food-6042,food,77.54,294
6043,electronics-6043,electronics,78.91,301
6044,clothing-6044,clothing,80.28,308
6045,books-6045,books,81.65,315
6046,home-6046,home,83.02,322
6047,toys-6047,toys,84.39,329
6048,food-6048,food,85.76,336
6049,electronics-6049,electronics,87.13,343
6050,clothing-6050,clothing,88.50,350
6051,books-6051,books,89.87,357
6052,home-6052,home,91.24,364
6053,toys-6053,toys,92.61,371
6054,food-6054,food,93.98,378
6055,electronics-6055,electronics,95.35,385
6056,clothing-6056,clothing,96.72,392
6057,books-6057,books,98.09,399
6058,home-6058,home,99.46,406
6059,toys-6059,toys,0.83,413
6060,food-6060,food,2.20,420
6061,electronics-6061,electronics,3.57,427
6062,clothing-6062,clothing,4.94,434
6063,books-6063,books,6.31,441
6064,home-6064,home,7.68,448
6065,toys-6065,toys,9.05,455
6066,food-6066,food,10.42,462
6067,electronics-6067,electronics,11.79,469
6068,clothing-6068,clothing,13.16,476
6069,books-6069,books,14.53,483
6070,home-6070,home,15.90,490
6071,toys-6071,toys,17.27,497
6072,food-6072,food,18.64,4
6073,electronics-6073,electronics,20.01,11
6074,clothing-6074,clothing,21.38,18
6075,books-6075,books,22.75,25
6076,home-6076,home,24.12,32
6077,toys-6077,toys,25.49,39
6078,food-6078,food,26.86,46
6079,electronics-6079,electronics,28.23,53
6080,clothing-6080,clothing,29.60,60
6081,books-6081,books,30.97,67
6082,home-6082,home,32.34,74
6083,toys-6083,toys,33.71,81
6084,food-6084,food,35.08,88
6085,electronics-6085,electronics,36.45,95
6086,clothing-6086,clothing,37.82,102
6087,books-6087,books,39.19,109
6088,home-6088,home,40.56,116
6089,toys-6089,toys,41.93,123
6090,food-6090,food,43.30,130
6091,electronics-6091,electronics,44.67,137
6092,clothing-6092,clothing,46.04,144
6093,books-6093,books,47.41,151
6094,home-6094,home,48.78,158
6095,toys-6095,toys,50.15,165
6096,food-6096,food,51.52,172
6097,electronics-6097,electronics,52.89,179
6098,clothing-6098,clothing,54.26,186
6099,books-6099,books,55.63,193
6100,home-6100,home,57.00,200
6101,toys-6101,toys,58.37,207
6102,food-6102,food,59.74,214
6103,electronics-6103,electronics,61.11,221
6104,clothing-6104,clothing,62.48,228
6105,books-6105,books,63.85,235
6106,home-6106,home,65.22,242
6107,toys-6107,toys,66.59,249
6108,food-6108,food,67.96,256
6109,electronics-6109,electronics,69.33,263
6110,clothing-6110,clothing,70.70,270
6111,books-6111,books,72.07,277
6112,home-6112,home,73.44,284
6113,toys-6113,toys,74.81,291
6114,food-6114,food,76.18,298
6115,electronics-6115,electronics,77.55,305
6116,clothing-6116,clothing,78.92,312
6117,books-6117,books,80.29,319
6118,home-6118,home,81.66,326
6119,toys-6119,toys,83.03,333
6120,food-6120,food,84.40,340
6121,electronics-6121,electronics,85.77,347
6122,clothing-6122,clothing,87.14,354
6123,books-6123,books,88.51,361
6124,home-6124,home,89.88,368
6125,toys-6125,toys,91.25,375
6126,food-6126,food,92.62,382
6127,electronics-6127,electronics,93.99,389
6128,clothing-6128,clothing,95.36,396
6129,books-6129,books,96.73,403
6130,home-6130,home,98.10,410
6131,toys-6131,toys,99.47,417
6132,food-6132,food,0.84,424
6133,electronics-6133,electronics,2.21,431
6134,clothing-6134,clothing,3.58,438
6135,books-6135,books,4.95,445
6136,home-6136,home,6.32,452
6137,toys-6137,toys,7.69,459
6138,food-6138,food,9.06,466
6139,electronics-6139,electronics,10.43,473
6140,clothing-6140,clothing,11.80,480
6141,books-6141,books,13.17,487
6142,home-6142,home,14.54,494
6143,toys-6143,toys,15.91,1
6144,food-6144,food,17.28,8
6145,electronics-6145,electronics,18.65,15
6146,clothing-6146,clothing,20.02,22
6147,books-6147,books,21.39,29
6148,home-6148,home,22.76,36
6149,toys-6149,toys,24.13,43
6150,food-6150,food,25.50,50
6151,electronics-6151,electronics,26.87,57
6152,clothing-6152,clothing,28.24,64
6153,books-6153,books,29.61,71
6154,home-6154,home,30.98,78
6155,toys-6155,toys,32.35,85
6156,food-6156,food,33.72,92
6157,electronics-6157,electronics,35.09,99
6158,clothing-6158,clothing,36.46,106
6159,books-6159,books,37.83,113
6160,home-6160,home,39.20,120
6161,toys-6161,toys,40.57,127
6162,food-6162,food,41.94,134
6163,electronics-6163,electronics,43.31,141
6164,clothing-6164,clothing,44.68,148
6165,books-6165,books,46.05,155
6166,home-6166,home,47.42,162
6167,toys-6167,toys,48.79,169
6168,food-6168,food,50.16,176
6169,electronics-6169,electronics,51.53,183
6170,clothing-6170,clothing,52.90,190
6171,books-6171,books,54.27,197
6172,home-6172,home,55.64,204
6173,toys-6173,toys,57.01,211
6174,food-6174,food,58.38,218
6175,electronics-6175,electronics,59.75,225
6176,clothing-6176,clothing,61.12,232
6177,books-6177,books,62.49,239
6178,home-6178,home,63.86,246
6179,toys-6179,toys,65.23,253
6180,food-6180,food,66.60,260
6181,electronics-6181,electronics,67.97,267
6182,clothing-6182,clothing,69.34,274
6183,books-6183,books,70.71,281
6184,home-6184,home,72.08,288
6185,toys-6185,toys,73.45,295
6186,food-6186,food,74.82,302
6187,electronics-6187,electronics,76.19,309
6188,clothing-6188,clothing,77.56,316
6189,books-6189,books,78.93,323
6190,home-6190,home,80.30,330
6191,toys-6191,toys,81.67,337
6192,food-6192,food,83.04,344
6193,electronics-6193,electronics,84.41,351
6194,clothing-6194,clothing,85.78,358
6195,books-6195,books,87.15,365
6196,home-6196,home,88.52,372
6197,toys-6197,toys,89.89,379
6198,food-6198,food,91.26,386
6199,electronics-6199,electronics,92.63,393
6200,clothing-6200,clothing,94.00,400
6201,books-6201,books,95.37,407
6202,home-6202,home,96.74,414
6203,toys-6203,toys,98.11,421
6204,food-6204,food,99.48,428
6205,electronics-6205,electronics,0.85,435
6206,clothing-6206,clothing,2.22,442
6207,books-6207,books,3.59,449
6208,home-6208,home,4.96,456
6209,toys-6209,toys,6.33,463
6210,food-6210,food,7.70,470
6211,electronics-6211,electronics,9.07,477
6212,clothing-6212,clothing,10.44,484
6213,books-6213,books,11.81,491
6214,home-6214,home,13.18,498
6215,toys-6215,toys,14.55,5
6216,food-6216,food,15.92,12
6217,electronics-6217,electronics,17.29,19
6218,clothing-6218,clothing,18.66,26
6219,books-6219,books,20.03,33
6220,home-6220,home,21.40,40
6221,toys-6221,toys,22.77,47
6222,food-6222,food,24.14,54
6223,electronics-6223,electronics,25.51,61
6224,clothing-6224,clothing,26.88,68
6225,books-6225,books,28.25,75
6226,home-6226,home,29.62,82
6227,toys-6227,toys,30.99,89
6228,food-6228,food,32.36,96
6229,electronics-6229,electronics,33.73,103
6230,clothing-6230,clothing,35.10,110
6231,books-6231,books,36.47,117
6232,home-6232,home,37.84,124
6233,toys-6233,toys,39.21,131
6234,food-6234,food,40.58,138
6235,electronics-6235,electronics,41.95,145
6236,clothing-6236,clothing,43.32,152
6237,books-6237,books,44.69,159
6238,home-6238,home,46.06,166
6239,toys-6239,toys,47.43,173
6240,food-6240,food,48.80,180
6241,electronics-6241,electronics,50.17,187
6242,clothing-6242,clothing,51.54,194
6243,books-6243,books,52.91,201
6244,home-6244,home,54.28,208
6245,toys-6245,toys,55.65,215
6246,food-6246,food,57.02,222
6247,electronics-6247,electronics,58.39,229
6248,clothing-6248,clothing,59.76,236
6249,books-6249,books,61.13,243
6250,home-6250,home,62.50,250
6251,toys-6251,toys,63.87,257
6252,food-6252,food,65.24,264
6253,electronics-6253,electronics,66.61,271
6254,clothing-6254,clothing,67.98,278
6255,books-6255,books,69.35,285
6256,home-6256,home,70.72,292
6257,toys-6257,toys,72.09,299
6258,food-6258,food,73.46,306
6259,electronics-6259,electronics,74.83,313
6260,clothing-6260,clothing,76.20,320
6261,books-6261,books,77.57,327
6262,home-6262,home,78.94,334
6263,toys-6263,toys,80.31,341
6264,food-6264,food,81.68,348
6265,electronics-6265,electronics,83.05,355
6266,clothing-6266,clothing,84.42,362
6267,books-6267,books,85.79,369
6268,home-6268,home,87.16,376
6269,toys-6269,toys,88.53,383
6270,food-6270,food,89.90,390
6271,electronics-6271,electronics,91.27,397
6272,clothing-6272,clothing,92.64,404
6273,books-6273,books,94.01,411
6274,home-6274,home,95.38,418
6275,toys-6275,toys,96.75,425
6276,food-6276,food,98.12,432
6277,electronics-6277,electronics,99.49,439
6278,clothing-6278,clothing,0.86,446
6279,books-6279,books,2.23,453
6280,home-6280,home,3.60,460
6281,toys-6281,toys,4.97,467
6282,food-6282,food,6.34,474
6283,electronics-6283,electronics,7.71,481
6284,clothing-6284,clothing,9.08,488
6285,books-6285,books,10.45,495
6286,home-6286,home,11.82,2
6287,toys-6287,toys,13.19,9
6288,food-6288,food,14.56,16
6289,electronics-6289,electronics,15.93,23
6290,clothing-6290,clothing,17.30,30
6291,books-6291,books,18.67,37
6292,home-6292,home,20.04,44
6293,toys-6293,toys,21.41,51
6294,food-6294,food,22.78,58
6295,electronics-6295,electronics,24.15,65
6296,clothing-6296,clothing,25.52,72
6297,books-6297,books,26.89,79
6298,home-6298,home,28.26,86
6299,toys-6299,toys,29.63,93
6300,food-6300,food,31.00,100
6301,electronics-6301,electronics,32.37,107
6302,clothing-6302,clothing,33.74,114
6303,books-6303,books,35.11,121
6304,home-6304,home,36.48,128
6305,toys-6305,toys,37.85,135
6306,food-6306,food,39.22,142
6307,electronics-6307,electronics,40.59,149
6308,clothing-6308,clothing,41.96,156
6309,books-6309,books,43.33,163
6310,home-6310,home,44.70,170
6311,toys-6311,toys,46.07,177
6312,food-6312,food,47.44,184
6313,electronics-6313,electronics,48.81,191
6314,clothing-6314,clothing,50.18,198
6315,books-6315,books,51.55,205
6316,home-6316,home,52.92,212
6317,toys-6317,toys,54.29,219
6318,food-6318,food,55.66,226
6319,electronics-6319,electronics,57.03,233
6320,clothing-6320,clothing,58.40,240
6321,books-6321,books,59.77,247
6322,home-6322,home,61.14,254
6323,toys-6323,toys,62.51,261
6324,food-6324,food,63.88,268
6325,electronics-6325,electronics,65.25,275
6326,clothing-6326,clothing,66.62,282
6327,books-6327,books,67.99,289
6328,home-6328,home,69.36,296
6329,toys-6329,toys,70.73,303
6330,food-6330,food,72.10,310
6331,electronics-6331,electronics,73.47,317
6332,clothing-6332,clothing,74.84,324
6333,books-6333,books,76.21,331
6334,home-6334,home,77.58,338
6335,toys-6335,toys,78.95,345
6336,food-6336,food,80.32,352
6337,electronics-6337,electronics,81.69,359
6338,clothing-6338,clothing,83.06,366
6339,books-6339,books,84.43,373
6340,home-6340,home,85.80,380
6341,toys-6341,toys,87.17,387
6342,food-6342,food,88.54,394
6343,electronics-6343,electronics,89.91,401
6344,clothing-6344,clothing,91.28,408
6345,books-6345,books,92.65,415
6346,home-6346,home,94.02,422
6347,toys-6347,toys,95.39,429
6348,food-6348,food,96.76,436
6349,electronics-6349,electronics,98.13,443
6350,clothing-6350,clothing,99.50,450
6351,books-6351,books,0.87,457
6352,home-6352,home,2.24,464
6353,toys-6353,toys,3.61,471
6354,food-6354,food,4.98,478
6355,electronics-6355,electronics,6.35,485
6356,clothing-6356,clothing,7.72,492
6357,books-6357,books,9.09,499
6358,home-6358,home,10.46,6
6359,toys-6359,toys,11.83,13
6360,food-6360,food,13.20,20
6361,electronics-6361,electronics,14.57,27
6362,clothing-6362,clothing,15.94,34
6363,books-6363,books,17.31,41
6364,home-6364,home,18.68,48
6365,toys-6365,toys,20.05,55
6366,food-6366,food,21.42,62
6367,electronics-6367,electronics,22.79,69
6368,clothing-6368,clothing,24.16,76
6369,books-6369,books,25.53,83
6370,home-6370,home,26.90,90
6371,toys-6371,toys,28.27,97
6372,food-6372,food,29.64,104
6373,electronics-6373,electronics,31.01,111
6374,clothing-6374,clothing,32.38,118
6375,books-6375,books,33.75,125
6376,home-6376,home,35.12,132
6377,toys-6377,toys,36.49,139
6378,food-6378,food,37.86,146
6379,electronics-6379,electronics,39.23,153
6380,clothing-6380,clothing,40.60,160
6381,books-6381,books,41.97,167
6382,home-6382,home,43.34,174
6383,toys-6383,toys,44.71,181
6384,food-6384,food,46.08,188
6385,electronics-6385,electronics,47.45,195
6386,clothing-6386,clothing,48.82,202
6387,books-6387,books,50.19,209
6388,home-6388,home,51.56,216
6389,toys-6389,toys,52.93,223
6390,food-6390,food,54.30,230
6391,electronics-6391,electronics,55.67,237
6392,clothing-6392,clothing,57.04,244
6393,books-6393,books,58.41,251
6394,home-6394,home,59.78,258
6395,toys-6395,toys,61.15,265
6396,food-6396,food,62.52,272
6397,electronics-6397,electronics,63.89,279
6398,clothing-6398,clothing,65.26,286
6399,books-6399,books,66.63,293
6400,home-6400,home,68.00,300
6401,toys-6401,toys,69.37,307
6402,food-6402,food,70.74,314
6403,electronics-6403,electronics,72.11,321
6404,clothing-6404,clothing,73.48,328
6405,books-6405,books,74.85,335
6406,home-6406,home,76.22,342
6407,toys-6407,toys,77.59,349
6408,food-6408,food,78.96,356
6409,electronics-6409,electronics,80.33,363
6410,clothing-6410,clothing,81.70,370
6411,books-6411,books,83.07,377
6412,home-6412,home,84.44,384
6413,toys-6413,toys,85.81,391
6414,food-6414,food,87.18,398
6415,electronics-6415,electronics,88.55,405
6416,clothing-6416,clothing,89.92,412
6417,books-6417,books,91.29,419
6418,home-6418,home,92.66,426
6419,toys-6419,toys,94.03,433
6420,food-6420,food,95.40,440
6421,electronics-6421,electronics,96.77,447
6422,clothing-6422,clothing,98.14,454
6423,books-6423,books,99.51,461
6424,home-6424,home,0.88,468
6425,toys-6425,toys,2.25,475
6426,food-6426,food,3.62,482
6427,electronics-6427,electronics,4.99,489
6428,clothing-6428,clothing,6.36,496
6429,books-6429,books,7.73,3
6430,home-6430,home,9.10,10
6431,toys-6431,toys,10.47,17
6432,food-6432,food,11.84,24
6433,electronics-6433,electronics,13.21,31
6434,clothing-6434,clothing,14.58,38
6435,books-6435,books,15.95,45
6436,home-6436,home,17.32,52
6437,toys-6437,toys,18.69,59
6438,food-6438,food,20.06,66
6439,electronics-6439,electronics,21.43,73
6440,clothing-6440,clothing,22.80,80
6441,books-6441,books,24.17,87
6442,home-6442,home,25.54,94
6443,toys-6443,toys,26.91,101
6444,food-6444,food,28.28,108
6445,electronics-6445,electronics,29.65,115
6446,clothing-6446,clothing,31.02,122
6447,books-6447,books,32.39,129
6448,home-6448,home,33.76,136
6449,toys-6449,toys,35.13,143
6450,food-6450,food,36.50,150
6451,electronics-6451,electronics,37.87,157
6452,clothing-6452,clothing,39.24,164
6453,books-6453,books,40.61,171
6454,home-6454,home,41.98,178
6455,toys-6455,toys,43.35,185
6456,food-6456,food,44.72,192
6457,electronics-6457,electronics,46.09,199
6458,clothing-6458,clothing,47.46,206
6459,books-6459,books,48.83,213
6460,home-6460,home,50.20,220
6461,toys-6461,toys,51.57,227
6462,food-6462,food,52.94,234
6463,electronics-6463,electronics,54.31,241
6464,clothing-6464,clothing,55.68,248
6465,books-6465,books,57.05,255
6466,home-6466,home,58.42,262
6467,toys-6467,toys,59.79,269
6468,food-6468,food,61.16,276
6469,electronics-6469,electronics,62.53,283
6470,clothing-6470,clothing,63.90,290
6471,books-6471,books,65.27,297
6472,home-6472,home,66.64,304
6473,toys-6473,toys,68.01,311
6474,food-6474,food,69.38,318
6475,electronics-6475,electronics,70.75,325
6476,clothing-6476,clothing,72.12,332
6477,books-6477,books,73.49,339
6478,home-6478,home,74.86,346
6479,toys-6479,toys,76.23,353
6480,food-6480,food,77.60,360
6481,electronics-6481,electronics,78.97,367
6482,clothing-6482,clothing,80.34,374
6483,books-6483,books,81.71,381
6484,home-6484,home,83.08,388
6485,toys-6485,toys,84.45,395
6486,food-6486,food,85.82,402
6487,electronics-6487,electronics,87.19,409
6488,clothing-6488,clothing,88.56,416
6489,books-6489,books,89.93,423
6490,home-6490,home,91.30,430
6491,toys-6491,toys,92.67,437
6492,food-6492,food,94.04,444
6493,electronics-6493,electronics,95.41,451
6494,clothing-6494,clothing,96.78,458
6495,books-6495,books,98.15,465
6496,home-6496,home,99.52,472
6497,toys-6497,toys,0.89,479
6498,food-6498,food,2.26,486
6499,electronics-6499,electronics,3.63,493
6500,clothing-6500,clothing,5.00,0
6501,books-6501,books,6.37,7
6502,home-6502,home,7.74,14
6503,toys-6503,toys,9.11,21
6504,food-6504,food,10.48,28
6505,electronics-6505,electronics,11.85,35
6506,clothing-6506,clothing,13.22,42
6507,books-6507,books,14.59,49
6508,home-6508,home,15.96,56
6509,toys-6509,toys,17.33,63
6510,food-6510,food,18.70,70
6511,electronics-6511,electronics,20.07,77
6512,clothing-6512,clothing,21.44,84
6513,books-6513,books,22.81,91
6514,home-6514,home,24.18,98
6515,toys-6515,toys,25.55,105
6516,food-6516,food,26.92,112
6517,electronics-6517,electronics,28.29,119
6518,clothing-6518,clothing,29.66,126
6519,books-6519,books,31.03,133
6520,home-6520,home,32.40,140
6521,toys-6521,toys,33.77,147
6522,food-6522,food,35.14,154
6523,electronics-6523,electronics,36.51,161
6524,clothing-6524,clothing,37.88,168
6525,books-6525,books,39.25,175
6526,home-6526,home,40.62,182
6527,toys-6527,toys,41.99,189
6528,food-6528,food,43.36,196
6529,electronics-6529,electronics,44.73,203
6530,clothing-6530,clothing,46.10,210
6531,books-6531,books,47.47,217
6532,home-6532,home,48.84,224
6533,toys-6533,toys,50.21,231
6534,food-6534,food,51.58,238
6535,electronics-6535,electronics,52.95,245
6536,clothing-6536,clothing,54.32,252
6537,books-6537,books,55.69,259
6538,home-6538,home,57.06,266
6539,toys-6539,toys,58.43,273
6540,food-6540,food,59.80,280
6541,electronics-6541,electronics,61.17,287
6542,clothing-6542,clothing,62.54,294
6543,books-6543,books,63.91,301
6544,home-6544,home,65.28,308
6545,toys-6545,toys,66.65,315
6546,food-6546,food,68.02,322
6547,electronics-6547,electronics,69.39,329
6548,clothing-6548,clothing,70.76,336
6549,books-6549,books,72.13,343
6550,home-6550,home,73.50,350
6551,toys-6551,toys,74.87,357
6552,food-6552,food,76.24,364
6553,electronics-6553,electronics,77.61,371
6554,clothing-6554,clothing,78.98,378
6555,books-6555,books,80.35,385
6556,home-6556,home,81.72,392
6557,toys-6557,toys,83.09,399
6558,food-6558,food,84.46,406
6559,electronics-6559,electronics,85.83,413
6560,clothing-6560,clothing,87.20,420
6561,books-6561,books,88.57,427
6562,home-6562,home,89.94,434
6563,toys-6563,toys,91.31,441
6564,food-6564,food,92.68,448
6565,electronics-6565,electronics,94.05,455
6566,clothing-6566,clothing,95.42,462
6567,books-6567,books,96.79,469
6568,home-6568,home,98.16,476
6569,toys-6569,toys,99.53,483
6570,food-6570,food,0.90,490
6571,electronics-6571,electronics,2.27,497
